v1,v2
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Dont know you bring some food
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,Not..tel software name..
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,Go chase after her and run her over while she's crossing the street
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,"U so lousy, run already come back then half dead... Hee..."
ham,I'm ok. Will do my part tomorrow
ham,No but the bluray player can
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Yeah that'd pretty much be the best case scenario
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,I reach home safe n sound liao...
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,When did dad get back.
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,Dont let studying stress you out. L8r.
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Can you open the door?
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,She ran off with a younger man. we will make pretty babies together :)
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Sure! I am driving but will reach my destination soon.
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Ok u can take me shopping when u get paid =D
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,I not free today i haf 2 pick my parents up tonite...
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,This pain couldn't have come at a worse time.
ham,"Aight, call me once you're close"
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,what are your new years plans?
ham,Its worse if if uses half way then stops. Its better for him to complete it.
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,S:)no competition for him.
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,Asking do u knw them or nt? May be ur frnds or classmates?
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Shall i get my pouch?
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,Can you just come in for a sec? There's somebody here I want you to see
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Tell me again what your address is
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Do u knw dis no. &lt;#&gt; ?
ham,K.:)you are the only girl waiting in reception ah?
ham,"Haha better late than ever, any way I could swing by?"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Then she buying today? ÌÏ no need to c meh...
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,\Hey j! r u feeling any better
ham,Ya srsly better than yi tho
ham,Hi its in durban are you still on this number
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,"Goodmorning, today i am late for 1hr."
ham,Hasn't that been the pattern recently crap weekends?
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,I was just callin to say hi. Take care bruv!
ham,At 7 we will go ok na.
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,Do u hav any frnd by name ashwini in ur college?
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
ham,"Sorry, I'll call later"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,Should I head straight there or what
ham,Well I might not come then...
ham,Even my brother is not like to speak with me. They treat me like aids patent.
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,"I guess you could be as good an excuse as any, lol."
ham,I will come tomorrow di
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,How? Izzit still raining?
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Eh u send wrongly lar...
ham,Did u fix the teeth?if not do it asap.ok take care.
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
ham,Yo we are watching a movie on netflix
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,Eh den sat u book e kb liao huh...
ham,Thanx but my birthday is over already.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
ham,Din i tell u jus now 420
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,"Haha I heard that, text me when you're around"
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,Short But Cute : \ Be a good person 
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,Hey r Ì_ still online? I've finished the formatting...
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,Okie.. Thanx..
ham,I meant middle left or right?
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,"Okay, good, no problem, and thanx!"
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Fine. Do you remember me.
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,"I can't, I don't have her number!"
ham,Can not use foreign stamps in this country. Good lecture .
ham,At WHAT TIME should i come tomorrow
ham,You all ready for * big day tomorrow?
ham,Hello! Good week? Fancy a drink or something later?
ham,No. I dont want to hear anything
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Oh ho. Is this the first time u use these type of words
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,I'm not. She lip synced with shangela.
ham,Thx. All will be well in a few months
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,"Awesome, lemme know whenever you're around"
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,I'm leaving my house now...
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,Well. You know what i mean. Texting
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,Ill be there on  &lt;#&gt;  ok.
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,"Fair enough, anything going on?"
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,No prob. I will send to your email.
ham,I not busy juz dun wan 2 go so early.. Hee.. 
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,I'm good. Have you registered to vote?
ham,Ok...
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Ok enjoy . R u there in home.
ham,That is wondar full flim.
ham,I not at home now lei...
ham,Thats cool. Where should i cum? On you or in you? :)
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,I am not sure about night menu. . . I know only about noon menu
ham,Im just wondering what your doing right now?
ham,Thanks for picking up the trash.
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...
ham,If you ask her or she say any please message.
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,"K, text me when you're on the way"
ham,Wishing you a wonderful week.
ham,Was playng 9 doors game and gt racing on phone lol
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,"Sorry battery died, yeah I'm here"
ham,Have you always been saying welp?
ham,Ok. C u then.
ham,Ok lor but not too early. Me still having project meeting now.
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,"Haha, just what I was thinkin"
ham,Tell me something. Thats okay.
ham,Now? I'm going out 4 dinner soon..
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,"Greetings me, ! Consider yourself excused."
ham,Am i that much dirty fellow?
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,Haha... can... But i'm having dinner with my cousin...
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,No it will reach by 9 only. She telling she will be there. I dont know
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,am up to my eyes in philosophy
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,26th OF JULY
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,Nope thats fine. I might have a nap tho! 
ham,I think i am disturbing her da
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Y de asking like this.
ham,Do you think i can move  &lt;#&gt;  in a week
ham,We confirm eating at esplanade?
ham,Huh so late... Fr dinner?
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,Feel like trying kadeem again? :V
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,Would really appreciate if you call me. Just need someone to talk to.
ham,That's one of the issues but california is okay. No snow so its manageable
ham,I'm serious. You are in the money base
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,Ugh fuck it I'm resubbing to eve
ham,Mmmm.... I cant wait to lick it!
ham,Ok.ok ok..then..whats ur todays plan
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Honey boo I'm missing u.
ham,So dont use hook up any how
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Wow v v impressed. Have funs shopping!
ham,I AM AT THE GAS STATION. GO THERE.
ham,No message..no responce..what happend?
ham,Your right! I'll make the appointment right now.
ham,No need to say anything to me. I know i am an outsider
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,No probably  &lt;#&gt; %.
ham,When i have stuff to sell i.ll tell you
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,I'm gonna rip out my uterus.
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,Aiyar sorry lor forgot 2 tell u...
ham,Im done. Just studyn in library
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,Get ready for  &lt;#&gt;  inches of pleasure...
ham,Jus ans me lar. U'll noe later.
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,Where can download clear movies. Dvd copies.
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,Si si. I think ill go make those oreo truffles.
ham,WHITE FUDGE OREOS ARE IN STORES
ham,"Not sure yet, still trying to get a hold of him"
ham,"Aight, can you text me the address?"
ham,"Tick, tick, tick ... Babe"
ham,Am in gobi arts college
ham,I want to be there so i can kiss you and feel you next to me
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,"Its good, we'll find a way"
ham,I love to wine and dine my lady!
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,Hows the street where the end of library walk is?
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,Huh means computational science... Y they like dat one push here n there...
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,And now electricity just went out fml.
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Hi..i got the money da:)
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,I'm in class. Did you get my text.
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
ham,Yes:)here tv is always available in work place..
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,meet you in corporation st outside gap Û_ you can see how my mind is working!
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,Mm so you asked me not to call radio
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,Black shirt n blue jeans... I thk i c Ì_...
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,You best watch what you say cause I get drunk as a motherfucker
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,No..few hours before.went to hair cut .
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Go fool dont cheat others ok
ham,Does not operate after  &lt;#&gt;  or what
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
ham,Can do lor...
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Is ur lecture over?
ham,Ill call you evening ill some ideas.
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,i am going to bed now prin
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,Pls i wont belive god.not only jesus.
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,What Today-sunday..sunday is holiday..so no work..
ham,I wanna watch that movie
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Ya very nice. . .be ready on thursday
